event-id,visible,timestamp,location-long,location-lat,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
14314431437,true,2015-08-08 04:26:00.000,-70.46,42.94,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431438,true,2015-08-08 19:05:00.000,-70.46,42.95,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431439,true,2015-08-09 04:35:00.000,-70.46,42.96,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431440,true,2015-08-09 19:14:00.000,-70.46,42.96,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431441,true,2015-08-10 04:29:00.000,-70.46,42.99,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431442,true,2015-08-10 19:06:00.000,-70.47,43.02,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431443,true,2015-08-11 04:30:00.000,-70.47,43.01,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431444,true,2015-08-11 18:47:00.000,-70.47,43.01,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431445,true,2015-08-12 04:39:00.000,-70.47,43.01,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431446,true,2015-08-12 19:03:00.000,-70.47,43.02,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431447,true,2015-08-13 04:33:00.000,-70.48,43.03,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431448,true,2015-08-13 19:05:00.000,-70.48,43.04,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431449,true,2015-08-14 04:30:00.000,-70.48,43.05,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431450,true,2015-08-14 19:03:00.000,-70.48,43.05,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431451,true,2015-08-15 04:33:00.000,-70.48,43.05,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431452,true,2015-08-15 19:03:00.000,-70.56,43.08,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431453,true,2015-08-16 04:33:00.000,-70.47,43.14,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431454,true,2015-08-16 19:02:00.000,-70.46,43.15,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431455,true,2015-08-17 04:30:00.000,-70.46,43.23,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431456,true,2015-08-17 19:00:00.000,-70.47,43.23,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431457,true,2015-08-18 04:35:00.000,-70.48,43.24,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431458,true,2015-08-18 18:48:00.000,-70.41,43.24,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431459,true,2015-08-19 04:41:00.000,-70.37,43.27,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431460,true,2015-08-19 18:57:00.000,-70.36,43.27,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431461,true,2015-08-20 04:37:00.000,-70.37,43.28,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431462,true,2015-08-20 18:42:00.000,-70.44,43.25,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431463,true,2015-08-21 04:45:00.000,-70.72,43.25,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431464,true,2015-08-21 18:49:00.000,-71.08,43.07,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431465,true,2015-08-22 04:49:00.000,-71.22,42.99,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431466,true,2015-08-22 18:48:00.000,-73.9,40.26,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431467,true,2015-08-23 04:49:00.000,-74.66,39.26,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431468,true,2015-08-23 18:56:00.000,-75.23,38.7,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431469,true,2015-08-24 05:09:00.000,-76.21,37.84,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431470,true,2015-08-24 19:01:00.000,-76.24,37.78,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431471,true,2015-08-25 05:06:00.000,-76.35,37.7,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431472,true,2015-08-25 18:57:00.000,-76.61,37.47,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431473,true,2015-08-26 05:31:00.000,-77.51,36.78,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431474,true,2015-08-26 19:07:00.000,-77.87,36.6,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431475,true,2015-08-27 05:28:00.000,-80.61,36.05,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431476,true,2015-08-27 19:16:00.000,-82.2,36.01,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431477,true,2015-08-28 05:50:00.000,-83.72,35.78,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431478,true,2015-08-28 19:08:00.000,-83.78,35.85,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431479,true,2015-08-29 05:51:00.000,-83.27,35.51,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431480,true,2015-08-29 19:03:00.000,-83.25,35.28,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431481,true,2015-08-30 05:48:00.000,-83.6,35.31,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431482,true,2015-08-30 19:08:00.000,-83.66,35.15,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431483,true,2015-08-31 05:51:00.000,-83.81,34.93,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431484,true,2015-08-31 19:10:00.000,-84.09,34.68,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431485,true,2015-09-01 05:53:00.000,-84.25,34.31,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431486,true,2015-09-01 19:14:00.000,-84.23,34.3,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431487,true,2015-09-02 05:52:00.000,-84.09,33.41,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431488,true,2015-09-02 18:59:00.000,-83.54,31.31,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431489,true,2015-09-03 05:50:00.000,-83.56,31.01,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431490,true,2015-09-03 18:49:00.000,-83.54,30.79,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431491,true,2015-09-04 05:55:00.000,-83.45,29.87,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431492,true,2015-09-04 18:56:00.000,-83.39,29.57,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431493,true,2015-09-05 05:55:00.000,-82.69,26.51,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431494,true,2015-09-05 18:42:00.000,-82.05,24.71,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431495,true,2015-09-06 05:45:00.000,-82.03,24.23,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431496,true,2015-09-06 18:39:00.000,-81.94,23.94,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431497,true,2015-09-07 05:52:00.000,-81.96,23.85,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431498,true,2015-09-07 18:55:00.000,-81.94,23.87,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431499,true,2015-09-08 05:53:00.000,-81.98,23.86,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431500,true,2015-09-08 18:57:00.000,-81.96,23.94,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431501,true,2015-09-09 05:57:00.000,-81.96,23.94,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431502,true,2015-09-09 18:54:00.000,-81.93,23.94,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431503,true,2015-09-10 05:57:00.000,-81.87,24.02,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431504,true,2015-09-10 18:46:00.000,-81.85,24.05,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431505,true,2015-09-11 05:53:00.000,-81.83,24.11,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431506,true,2015-09-11 18:53:00.000,-81.87,23.99,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431507,true,2015-09-12 05:57:00.000,-81.94,23.81,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431508,true,2015-09-12 18:40:00.000,-81.93,23.85,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431509,true,2015-09-13 06:10:00.000,-82.52,23.1,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431510,true,2015-09-13 18:54:00.000,-82.91,22.48,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431511,true,2015-09-14 06:39:00.000,-88.15,18.35,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431512,true,2015-09-14 19:08:00.000,-88.74,17.21,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431513,true,2015-09-15 06:35:00.000,-88.74,17.2,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431514,true,2015-09-15 19:07:00.000,-88.72,17.16,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431515,true,2015-09-16 06:34:00.000,-88.7,17.18,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431516,true,2015-09-16 19:09:00.000,-88.59,16.6,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431517,true,2015-09-17 06:32:00.000,-88.57,16.52,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431518,true,2015-09-17 19:01:00.000,-88.55,16.36,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431519,true,2015-09-18 06:32:00.000,-88.55,16.34,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431520,true,2015-09-18 19:02:00.000,-88.53,16.23,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431521,true,2015-09-19 06:33:00.000,-88.38,15.67,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431522,true,2015-09-19 18:56:00.000,-88.38,15.68,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431523,true,2015-09-20 06:37:00.000,-88.38,15.69,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431524,true,2015-09-20 18:54:00.000,-88.38,15.67,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431525,true,2015-09-21 06:33:00.000,-88.38,15.67,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431526,true,2015-09-21 19:01:00.000,-88.38,15.68,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431527,true,2015-09-22 06:37:00.000,-88.38,15.57,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431528,true,2015-09-22 19:02:00.000,-88.38,15.56,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431529,true,2015-09-23 06:39:00.000,-88.37,15.56,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431530,true,2015-09-23 18:51:00.000,-88.07,15.04,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431531,true,2015-09-24 06:32:00.000,-87.99,14.91,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431532,true,2015-09-24 18:52:00.000,-87.66,14.65,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431533,true,2015-09-25 06:21:00.000,-87.61,14.65,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431534,true,2015-09-25 18:41:00.000,-87.6,14.64,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431535,true,2015-09-26 06:21:00.000,-87.35,14.48,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431536,true,2015-09-26 18:31:00.000,-85.8,13.9,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431537,true,2015-09-27 06:30:00.000,-85.76,13.88,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431538,true,2015-09-27 18:43:00.000,-85.68,13.81,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431539,true,2015-09-28 06:26:00.000,-85.65,13.79,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431540,true,2015-09-28 18:43:00.000,-85.31,13.87,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431541,true,2015-09-29 06:20:00.000,-85.3,13.87,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431542,true,2015-09-29 18:46:00.000,-85.3,13.89,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431543,true,2015-09-30 06:26:00.000,-85.29,13.9,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431544,true,2015-09-30 18:49:00.000,-85.28,13.88,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431545,true,2015-10-01 06:23:00.000,-85.27,13.88,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431546,true,2015-10-01 18:48:00.000,-85.27,13.88,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431547,true,2015-10-02 06:18:00.000,-85.26,13.89,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431548,true,2015-10-02 18:45:00.000,-85.27,13.91,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431549,true,2015-10-03 06:30:00.000,-85.26,13.93,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431550,true,2015-10-03 18:43:00.000,-85.24,13.99,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431551,true,2015-10-04 06:23:00.000,-85.33,14.21,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431552,true,2015-10-04 18:29:00.000,-85.32,14.19,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431553,true,2015-10-05 06:24:00.000,-85.32,14.18,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431554,true,2015-10-05 18:42:00.000,-85.32,14.19,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431555,true,2015-10-06 06:22:00.000,-85.32,14.19,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431556,true,2015-10-06 18:39:00.000,-85.13,14.51,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431557,true,2015-10-07 06:23:00.000,-85.13,14.53,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431558,true,2015-10-07 18:38:00.000,-85.11,13.06,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431559,true,2015-10-08 06:04:00.000,-85.07,13.03,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431560,true,2015-10-08 18:27:00.000,-84.85,12.98,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431561,true,2015-10-09 05:41:00.000,-76.27,8.587,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431562,true,2015-10-09 18:03:00.000,-75.27,7.913,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431563,true,2015-10-10 05:36:00.000,-75.22,7.867,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431564,true,2015-10-10 17:52:00.000,-75.2,7.857,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431565,true,2015-10-11 05:43:00.000,-75.18,7.867,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431566,true,2015-10-11 17:56:00.000,-75.17,7.883,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431567,true,2015-10-12 05:46:00.000,-75.16,7.844,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431568,true,2015-10-12 17:53:00.000,-75.15,7.808,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431569,true,2015-10-13 05:36:00.000,-75.16,7.785,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431570,true,2015-10-13 17:49:00.000,-75.15,7.76,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431571,true,2015-10-14 05:46:00.000,-75.16,7.714,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431572,true,2015-10-14 17:51:00.000,-75.16,7.691,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431573,true,2015-10-15 05:47:00.000,-75.16,7.67,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431574,true,2015-10-15 17:52:00.000,-75.15,7.645,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431575,true,2015-10-16 05:44:00.000,-75.16,7.631,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431576,true,2015-10-16 17:56:00.000,-75.15,7.525,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431577,true,2015-10-17 05:35:00.000,-75.15,7.481,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431578,true,2015-10-17 17:54:00.000,-75.15,7.44,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431579,true,2015-10-18 05:40:00.000,-75.14,7.52,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431580,true,2015-10-18 17:54:00.000,-75.14,7.491,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431581,true,2015-10-19 05:37:00.000,-75.15,7.426,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431582,true,2015-10-19 17:53:00.000,-75.14,7.449,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431583,true,2015-10-20 05:34:00.000,-75.14,7.453,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431584,true,2015-10-20 18:00:00.000,-75.15,7.478,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431585,true,2015-10-21 05:44:00.000,-75.15,7.454,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431586,true,2015-10-21 17:47:00.000,-75.15,7.461,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431587,true,2015-10-22 05:42:00.000,-75.15,7.458,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431588,true,2015-10-22 17:52:00.000,-75.15,7.452,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431589,true,2015-10-23 05:43:00.000,-75.15,7.42,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431590,true,2015-10-23 17:49:00.000,-75.15,7.415,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431591,true,2015-10-24 05:47:00.000,-75.16,7.405,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431592,true,2015-10-24 17:52:00.000,-75.16,7.413,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431593,true,2015-10-25 05:42:00.000,-75.16,7.408,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431594,true,2015-10-25 17:49:00.000,-75.17,7.343,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431595,true,2015-10-26 05:43:00.000,-75.18,7.303,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431596,true,2015-10-26 17:49:00.000,-75.18,7.323,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431597,true,2015-10-27 05:45:00.000,-75.19,7.31,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431598,true,2015-10-27 17:49:00.000,-75.19,7.318,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431599,true,2015-10-28 05:40:00.000,-75.19,7.31,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431600,true,2015-10-28 17:48:00.000,-75.2,7.296,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431601,true,2015-10-29 05:42:00.000,-75.21,7.279,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431602,true,2015-10-29 17:46:00.000,-75.22,7.254,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431603,true,2015-10-30 05:48:00.000,-75.23,7.26,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431604,true,2015-10-30 17:46:00.000,-75.24,7.262,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431605,true,2015-10-31 05:45:00.000,-75.24,7.249,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431606,true,2015-10-31 17:48:00.000,-75.24,7.24,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431607,true,2015-11-01 04:50:00.000,-75.24,7.252,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431608,true,2015-11-01 16:51:00.000,-75.24,7.281,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431609,true,2015-11-02 04:49:00.000,-75.24,7.286,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431610,true,2015-11-02 16:50:00.000,-75.24,7.318,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431611,true,2015-11-03 04:40:00.000,-75.24,7.325,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431612,true,2015-11-03 16:50:00.000,-75.24,7.349,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431613,true,2015-11-04 04:42:00.000,-75.24,7.361,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431614,true,2015-11-04 16:47:00.000,-75.24,7.369,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431615,true,2015-11-05 04:48:00.000,-75.24,7.354,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431616,true,2015-11-05 16:40:00.000,-75.24,7.356,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431617,true,2015-11-06 04:44:00.000,-75.24,7.355,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431618,true,2015-11-06 16:38:00.000,-75.24,7.351,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431619,true,2015-11-07 04:44:00.000,-75.25,7.342,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431620,true,2015-11-07 16:41:00.000,-75.26,7.321,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431621,true,2015-11-08 04:48:00.000,-75.27,7.326,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431622,true,2015-11-08 16:49:00.000,-75.28,7.312,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431623,true,2015-11-09 04:43:00.000,-75.26,7.371,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431624,true,2015-11-09 16:40:00.000,-75.25,7.408,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431625,true,2015-11-10 04:43:00.000,-75.24,7.509,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431626,true,2015-11-10 16:43:00.000,-75.22,7.539,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431627,true,2015-11-11 04:46:00.000,-75.08,7.904,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431628,true,2015-11-11 16:41:00.000,-74.93,8.183,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431629,true,2015-11-12 04:42:00.000,-74.86,8.348,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431630,true,2015-11-12 16:36:00.000,-74.75,8.528,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431631,true,2015-11-13 04:47:00.000,-74.77,8.569,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
14314431632,true,2015-11-13 16:36:00.000,-74.76,8.595,"solar-geolocator","Setophaga petechia","132-Tag","132","Yellow Warler_Witynski"
